id,family,n,precision,selected,correct,oracle,reference_correct,selection_changed
f0-25,0,2,native,13,True,True,True,False
f0-26,0,2,native,62,False,False,False,False
f0-28,0,2,native,53,False,False,False,False
f0-29,0,2,native,39,False,False,False,False
f1-01,1,2,native,650,False,False,False,False
f1-02,1,2,native,506,False,False,False,False
f1-04,1,2,native,83,False,False,False,False
f1-05,1,2,native,215,False,False,False,False
f1-07,1,2,native,738,False,False,False,False
f1-08,1,2,native,442,False,False,False,False
f1-10,1,2,native,266,True,True,True,False
f1-11,1,2,native,42,False,False,False,False
f1-13,1,2,native,517,False,False,False,False
f1-14,1,2,native,1226,False,False,False,False
f1-16,1,2,native,377,False,False,False,False
f1-17,1,2,native,1242,False,False,False,False
f1-19,1,2,native,730,False,False,False,False
f1-20,1,2,native,164,False,False,False,False
f1-22,1,2,native,572,False,False,False,False
f1-23,1,2,native,310,False,False,False,False
f1-25,1,2,native,131,False,False,False,False
f1-26,1,2,native,361,False,False,False,False
f1-28,1,2,native,372,False,False,False,False
f1-29,1,2,native,789,False,False,False,False
f2-01,2,2,native,831,False,False,False,False
f2-02,2,2,native,736,False,False,False,False
f2-04,2,2,native,715,False,False,False,False
f2-05,2,2,native,760,False,False,False,False
f2-07,2,2,native,605,False,False,False,False
f2-08,2,2,native,128,True,True,True,False
f2-10,2,2,native,294,False,False,False,False
f2-11,2,2,native,1197,False,False,False,False
f2-13,2,2,native,1610,False,False,False,False
f2-14,2,2,native,785,False,False,False,False
f2-16,2,2,native,1335,False,False,False,False
f2-17,2,2,native,183,False,False,False,False
f2-19,2,2,native,359,False,False,False,False
f2-20,2,2,native,566,False,False,False,False
f2-22,2,2,native,732,False,False,False,False
f2-23,2,2,native,342,True,True,True,False
f2-25,2,2,native,103,False,False,False,False
f2-26,2,2,native,1441,False,False,False,False
f2-28,2,2,native,2003,False,False,False,False
f2-29,2,2,native,280,True,True,True,False
f3-01,3,2,native,474,False,False,False,False
f3-02,3,2,native,57,False,False,False,False
f3-04,3,2,native,124,False,False,False,False
f3-05,3,2,native,-1,False,False,False,False
f3-07,3,2,native,305,True,True,True,False
f3-08,3,2,native,386,False,False,False,False
f3-10,3,2,native,376,False,False,False,False
f3-11,3,2,native,175,False,False,False,False
f3-13,3,2,native,-1,False,False,False,False
f3-14,3,2,native,335,False,False,False,False
f3-16,3,2,native,317,True,True,True,False
f3-17,3,2,native,979,False,False,False,False
f3-19,3,2,native,154,False,True,False,False
f3-20,3,2,native,502,False,False,False,False
f3-22,3,2,native,551,False,False,False,False
f3-23,3,2,native,665,False,False,False,False
f3-25,3,2,native,150,False,False,False,False
f3-26,3,2,native,115,False,False,False,False
f3-28,3,2,native,266,False,False,False,False
f3-29,3,2,native,92,False,False,False,False
f0-01,0,2,8,41,False,True,True,True
f0-02,0,2,8,45,False,False,False,False
f0-04,0,2,8,57,True,True,True,False
f0-05,0,2,8,69,False,False,False,False
f0-07,0,2,8,44,False,False,False,False
f0-08,0,2,8,48,False,False,False,False
f0-10,0,2,8,73,False,False,False,False
f0-11,0,2,8,-7,False,False,False,False
f0-13,0,2,8,46,False,False,False,False
f0-14,0,2,8,58,False,False,False,False
f0-16,0,2,8,79,False,False,False,False
f0-17,0,2,8,35,False,False,False,False
f0-19,0,2,8,54,False,False,False,False
f0-20,0,2,8,38,False,False,False,False
f0-22,0,2,8,45,False,False,False,False
f0-23,0,2,8,16,False,False,False,False
f0-25,0,2,8,13,True,True,True,False
f0-26,0,2,8,62,False,False,False,False
f0-28,0,2,8,53,False,False,False,False
f0-29,0,2,8,39,False,False,False,False
f1-01,1,2,8,650,False,False,False,False
f1-02,1,2,8,506,False,False,False,False
f1-04,1,2,8,83,False,False,False,False
f1-05,1,2,8,215,False,False,False,False
f1-07,1,2,8,738,False,False,False,False
f1-08,1,2,8,442,False,False,False,False
f1-10,1,2,8,266,True,True,True,False
f1-11,1,2,8,42,False,False,False,False
f1-13,1,2,8,517,False,False,False,False
f1-14,1,2,8,1226,False,False,False,False
f1-16,1,2,8,377,False,False,False,False
f1-17,1,2,8,1242,False,False,False,False
f1-19,1,2,8,730,False,False,False,False
f1-20,1,2,8,164,False,False,False,False
f1-22,1,2,8,579,False,False,False,True
f1-23,1,2,8,310,False,False,False,False
f1-25,1,2,8,131,False,False,False,False
f1-26,1,2,8,361,False,False,False,False
f1-28,1,2,8,372,False,False,False,False
f1-29,1,2,8,789,False,False,False,False
f2-01,2,2,8,831,False,False,False,False
f2-02,2,2,8,736,False,False,False,False
f2-04,2,2,8,715,False,False,False,False
f2-05,2,2,8,760,False,False,False,False
f2-07,2,2,8,605,False,False,False,False
f2-08,2,2,8,128,True,True,True,False
f2-10,2,2,8,294,False,False,False,False
f2-11,2,2,8,1197,False,False,False,False
f2-13,2,2,8,1616,False,False,False,True
f2-14,2,2,8,785,False,False,False,False
f2-16,2,2,8,1335,False,False,False,False
f2-17,2,2,8,183,False,False,False,False
f2-19,2,2,8,359,False,False,False,False
f2-20,2,2,8,566,False,False,False,False
f2-22,2,2,8,732,False,False,False,False
f2-23,2,2,8,342,True,True,True,False
f2-25,2,2,8,103,False,False,False,False
f2-26,2,2,8,1441,False,False,False,False
f2-28,2,2,8,2003,False,False,False,False
f2-29,2,2,8,280,True,True,True,False
f3-01,3,2,8,474,False,False,False,False
f3-02,3,2,8,57,False,False,False,False
f3-04,3,2,8,124,False,False,False,False
f3-05,3,2,8,-1,False,False,False,False
f3-07,3,2,8,305,True,True,True,False
f3-08,3,2,8,386,False,False,False,False
f3-10,3,2,8,376,False,False,False,False
f3-11,3,2,8,175,False,False,False,False
f3-13,3,2,8,-1,False,False,False,False
f3-14,3,2,8,335,False,False,False,False
f3-16,3,2,8,317,True,True,True,False
f3-17,3,2,8,979,False,False,False,False
f3-19,3,2,8,154,False,True,False,False
f3-20,3,2,8,502,False,False,False,False
f3-22,3,2,8,551,False,False,False,False
f3-23,3,2,8,665,False,False,False,False
f3-25,3,2,8,150,False,False,False,False
f3-26,3,2,8,115,False,False,False,False
f3-28,3,2,8,266,False,False,False,False
f3-29,3,2,8,92,False,False,False,False
f0-01,0,2,4,41,False,True,True,True
f0-02,0,2,4,45,False,False,False,False
f0-04,0,2,4,57,True,True,True,False
f0-05,0,2,4,69,False,False,False,False
f0-07,0,2,4,44,False,False,False,False
f0-08,0,2,4,48,False,False,False,False
f0-10,0,2,4,73,False,False,False,False
f0-11,0,2,4,0,False,False,False,True
f0-13,0,2,4,46,False,False,False,False
f0-14,0,2,4,58,False,False,False,False
f0-16,0,2,4,79,False,False,False,False
f0-17,0,2,4,35,False,False,False,False
f0-19,0,2,4,54,False,False,False,False
f0-20,0,2,4,38,False,False,False,False
f0-22,0,2,4,45,False,False,False,False
f0-23,0,2,4,1,False,False,False,True
f0-25,0,2,4,13,True,True,True,False
f0-26,0,2,4,62,False,False,False,False
f0-28,0,2,4,53,False,False,False,False
f0-29,0,2,4,39,False,False,False,False
f1-01,1,2,4,650,False,False,False,False
f1-02,1,2,4,506,False,False,False,False
f1-04,1,2,4,83,False,False,False,False
f1-05,1,2,4,215,False,False,False,False
f1-07,1,2,4,738,False,False,False,False
f1-08,1,2,4,442,False,False,False,False
f1-10,1,2,4,265,False,True,True,True
f1-11,1,2,4,42,False,False,False,False
f1-13,1,2,4,517,False,False,False,False
f1-14,1,2,4,1226,False,False,False,False
f1-16,1,2,4,377,False,False,False,False
f1-17,1,2,4,1242,False,False,False,False
f1-19,1,2,4,730,False,False,False,False
f1-20,1,2,4,164,False,False,False,False
f1-22,1,2,4,579,False,False,False,True
f1-23,1,2,4,310,False,False,False,False
f1-25,1,2,4,131,False,False,False,False
f1-26,1,2,4,361,False,False,False,False
f1-28,1,2,4,372,False,False,False,False
f1-29,1,2,4,805,False,False,False,True
f2-01,2,2,4,831,False,False,False,False
f2-02,2,2,4,706,False,False,False,True
f2-04,2,2,4,715,False,False,False,False
f2-05,2,2,4,724,False,False,False,True
f2-07,2,2,4,605,False,False,False,False
f2-08,2,2,4,127,False,True,True,True
f2-10,2,2,4,294,False,False,False,False
f2-11,2,2,4,1197,False,False,False,False
f2-13,2,2,4,1616,False,False,False,True
f2-14,2,2,4,785,False,False,False,False
f2-16,2,2,4,1335,False,False,False,False
f2-17,2,2,4,183,False,False,False,False
f2-19,2,2,4,359,False,False,False,False
f2-20,2,2,4,602,False,False,False,True
f2-22,2,2,4,732,False,False,False,False
f2-23,2,2,4,342,True,True,True,False
f2-25,2,2,4,103,False,False,False,False
f2-26,2,2,4,1441,False,False,False,False
f2-28,2,2,4,2003,False,False,False,False
f2-29,2,2,4,263,False,True,True,True
f3-01,3,2,4,478,False,False,False,True
f3-02,3,2,4,57,False,False,False,False
f3-04,3,2,4,96,False,False,False,True
f3-05,3,2,4,-1,False,False,False,False
f3-07,3,2,4,305,True,True,True,False
f3-08,3,2,4,386,False,False,False,False
f3-10,3,2,4,376,False,False,False,False
f3-11,3,2,4,175,False,False,False,False
f3-13,3,2,4,-1,False,False,False,False
f3-14,3,2,4,335,False,False,False,False
f3-16,3,2,4,317,True,True,True,False
f3-17,3,2,4,979,False,False,False,False
f3-19,3,2,4,154,False,True,False,False
f3-20,3,2,4,502,False,False,False,False
f3-22,3,2,4,551,False,False,False,False
f3-23,3,2,4,665,False,False,False,False
f3-25,3,2,4,115,False,False,False,True
f3-26,3,2,4,106,False,False,False,True
f3-28,3,2,4,266,False,False,False,False
f3-29,3,2,4,92,False,False,False,False
f0-01,0,4,native,38,True,True,True,False
f0-02,0,4,native,55,False,False,False,False
f0-04,0,4,native,55,False,True,False,False
f0-05,0,4,native,52,False,False,False,False
f0-07,0,4,native,44,False,False,False,False
f0-08,0,4,native,48,False,False,False,False
f0-10,0,4,native,73,False,False,False,False
f0-11,0,4,native,45,False,False,False,False
f0-13,0,4,native,46,False,False,False,False
f0-14,0,4,native,58,False,True,False,False
f0-16,0,4,native,41,False,False,False,False
f0-17,0,4,native,35,False,False,False,False
f0-19,0,4,native,54,False,False,False,False
f0-20,0,4,native,38,False,False,False,False
f0-22,0,4,native,45,False,False,False,False
f0-23,0,4,native,33,False,False,False,False
f0-25,0,4,native,13,True,True,True,False
f0-26,0,4,native,62,False,False,False,False
f0-28,0,4,native,53,False,False,False,False
f0-29,0,4,native,39,False,False,False,False
f1-01,1,4,native,658,False,False,False,False
f1-02,1,4,native,477,False,False,False,False
f1-04,1,4,native,105,True,True,True,False
f1-05,1,4,native,247,False,False,False,False
f1-07,1,4,native,738,False,False,False,False
f1-08,1,4,native,442,False,False,False,False
f1-10,1,4,native,282,False,True,False,False
f1-11,1,4,native,21,True,True,True,False
f1-13,1,4,native,484,False,False,False,False
f1-14,1,4,native,1226,False,False,False,False
f1-16,1,4,native,377,False,False,False,False
f1-17,1,4,native,1242,False,False,False,False
f1-19,1,4,native,730,False,False,False,False
f1-20,1,4,native,122,False,False,False,False
f1-22,1,4,native,595,False,False,False,False
f1-23,1,4,native,288,False,False,False,False
f1-25,1,4,native,85,False,False,False,False
f1-26,1,4,native,361,False,False,False,False
f1-28,1,4,native,372,False,False,False,False
f1-29,1,4,native,793,False,False,False,False
f2-01,2,4,native,840,False,False,False,False
f2-02,2,4,native,748,False,False,False,False
f2-04,2,4,native,715,False,False,False,False
f2-05,2,4,native,744,True,True,True,False
f2-07,2,4,native,605,False,False,False,False
f2-08,2,4,native,144,False,True,False,False
f2-10,2,4,native,294,False,False,False,False
f2-11,2,4,native,1197,False,True,False,False
f2-13,2,4,native,1610,False,False,False,False
f2-14,2,4,native,772,False,False,False,False
f2-16,2,4,native,1282,False,False,False,False
f2-17,2,4,native,160,False,False,False,False
f2-19,2,4,native,351,False,False,False,False
f2-20,2,4,native,596,False,False,False,False
f2-22,2,4,native,732,False,True,False,False
f2-23,2,4,native,342,True,True,True,False
f2-25,2,4,native,103,False,False,False,False
f2-26,2,4,native,1452,False,False,False,False
f2-28,2,4,native,1992,False,False,False,False
f2-29,2,4,native,280,True,True,True,False
f3-01,3,4,native,481,True,True,True,False
f3-02,3,4,native,57,False,False,False,False
f3-04,3,4,native,107,True,True,True,False
f3-05,3,4,native,-1,False,False,False,False
f3-07,3,4,native,291,False,True,False,False
f3-08,3,4,native,386,False,False,False,False
f3-10,3,4,native,376,False,False,False,False
f3-11,3,4,native,188,False,False,False,False
f3-13,3,4,native,-1,False,False,False,False
f3-14,3,4,native,335,False,False,False,False
f3-16,3,4,native,287,False,True,False,False
f3-17,3,4,native,979,False,False,False,False
f3-19,3,4,native,115,False,True,False,False
f3-20,3,4,native,553,False,False,False,False
f3-22,3,4,native,551,False,False,False,False
f3-23,3,4,native,665,False,True,False,False
f3-25,3,4,native,150,False,False,False,False
f3-26,3,4,native,74,False,False,False,False
f3-28,3,4,native,259,False,False,False,False
f3-29,3,4,native,92,False,False,False,False
f0-01,0,4,8,41,False,True,True,True
f0-02,0,4,8,55,False,False,False,False
f0-04,0,4,8,55,False,True,False,False
f0-05,0,4,8,52,False,False,False,False
f0-07,0,4,8,44,False,False,False,False
f0-08,0,4,8,48,False,False,False,False
f0-10,0,4,8,73,False,False,False,False
f0-11,0,4,8,45,False,False,False,False
f0-13,0,4,8,46,False,False,False,False
f0-14,0,4,8,58,False,True,False,False
f0-16,0,4,8,79,False,False,False,True
f0-17,0,4,8,35,False,False,False,False
f0-19,0,4,8,54,False,False,False,False
f0-20,0,4,8,38,False,False,False,False
f0-22,0,4,8,45,False,False,False,False
f0-23,0,4,8,33,False,False,False,False
f0-25,0,4,8,13,True,True,True,False
f0-26,0,4,8,62,False,False,False,False
f0-28,0,4,8,53,False,False,False,False
f0-29,0,4,8,39,False,False,False,False
f1-01,1,4,8,658,False,False,False,False
f1-02,1,4,8,477,False,False,False,False
f1-04,1,4,8,105,True,True,True,False
f1-05,1,4,8,247,False,False,False,False
f1-07,1,4,8,738,False,False,False,False
f1-08,1,4,8,442,False,False,False,False
f1-10,1,4,8,282,False,True,False,False
f1-11,1,4,8,21,True,True,True,False
f1-13,1,4,8,484,False,False,False,False
f1-14,1,4,8,1226,False,False,False,False
f1-16,1,4,8,377,False,False,False,False
f1-17,1,4,8,1242,False,False,False,False
f1-19,1,4,8,730,False,False,False,False
f1-20,1,4,8,122,False,False,False,False
f1-22,1,4,8,595,False,False,False,False
f1-23,1,4,8,288,False,False,False,False
f1-25,1,4,8,85,False,False,False,False
f1-26,1,4,8,361,False,False,False,False
f1-28,1,4,8,372,False,False,False,False
f1-29,1,4,8,793,False,False,False,False
f2-01,2,4,8,831,False,False,False,True
f2-02,2,4,8,748,False,False,False,False
f2-04,2,4,8,715,False,False,False,False
f2-05,2,4,8,744,True,True,True,False
f2-07,2,4,8,605,False,False,False,False
f2-08,2,4,8,144,False,True,False,False
f2-10,2,4,8,294,False,False,False,False
f2-11,2,4,8,1197,False,True,False,False
f2-13,2,4,8,1616,False,False,False,True
f2-14,2,4,8,772,False,False,False,False
f2-16,2,4,8,1282,False,False,False,False
f2-17,2,4,8,160,False,False,False,False
f2-19,2,4,8,351,False,False,False,False
f2-20,2,4,8,596,False,False,False,False
f2-22,2,4,8,732,False,True,False,False
f2-23,2,4,8,342,True,True,True,False
f2-25,2,4,8,103,False,False,False,False
f2-26,2,4,8,1452,False,False,False,False
f2-28,2,4,8,1992,False,False,False,False
f2-29,2,4,8,280,True,True,True,False
f3-01,3,4,8,481,True,True,True,False
f3-02,3,4,8,57,False,False,False,False
f3-04,3,4,8,107,True,True,True,False
f3-05,3,4,8,-1,False,False,False,False
f3-07,3,4,8,291,False,True,False,False
f3-08,3,4,8,386,False,False,False,False
f3-10,3,4,8,376,False,False,False,False
f3-11,3,4,8,188,False,False,False,False
f3-13,3,4,8,-1,False,False,False,False
f3-14,3,4,8,335,False,False,False,False
f3-16,3,4,8,287,False,True,False,False
f3-17,3,4,8,979,False,False,False,False
f3-19,3,4,8,115,False,True,False,False
f3-20,3,4,8,553,False,False,False,False
f3-22,3,4,8,551,False,False,False,False
f3-23,3,4,8,665,False,True,False,False
f3-25,3,4,8,150,False,False,False,False
f3-26,3,4,8,74,False,False,False,False
f3-28,3,4,8,259,False,False,False,False
f3-29,3,4,8,92,False,False,False,False
f0-01,0,4,4,41,False,True,True,True
f0-02,0,4,4,55,False,False,False,False
f0-04,0,4,4,57,True,True,False,True
f0-05,0,4,4,52,False,False,False,False
f0-07,0,4,4,44,False,False,False,False
f0-08,0,4,4,48,False,False,False,False
f0-10,0,4,4,73,False,False,False,False
f0-11,0,4,4,45,False,False,False,False
f0-13,0,4,4,66,False,False,False,True
f0-14,0,4,4,58,False,True,False,False
f0-16,0,4,4,79,False,False,False,True
f0-17,0,4,4,35,False,False,False,False
f0-19,0,4,4,45,False,False,False,True
f0-20,0,4,4,38,False,False,False,False
f0-22,0,4,4,45,False,False,False,False
f0-23,0,4,4,33,False,False,False,False
f0-25,0,4,4,13,True,True,True,False
f0-26,0,4,4,62,False,False,False,False
f0-28,0,4,4,53,False,False,False,False
f0-29,0,4,4,39,False,False,False,False
